transaction_id,customer_id,transaction_datetime,country,channel,merchant_category,amount,device_trust_score,num_txn_24h_customer,previous_chargeback_count,is_fraud,transaction_note
587,1162,2022-03-01T19:14:08,AU,pos_terminal,electronics,3661.01,51,1,3,0,repeat purchase
588,1141,2024-11-13T06:54:58,CN,mobile_app,groceries,4685.77,51,0,1,0,high value item
589,1118,2024-10-21T20:07:51,SG,mobile_app,groceries,3610.51,14,3,3,1,VPN suspected
590,1155,2024-12-29T22:01:28,CN,pos_terminal,electronics,1992.59,15,5,3,0,new device
591,1028,2022-12-13T11:26:42,US,web,luxury,486.53,19,5,1,0,high value item
592,1145,2023-07-18T19:02:48,AU,pos_terminal,gaming,4400.97,47,5,2,0,overnight shipping
593,1155,2023-08-22T12:16:40,CN,web,travel,2921.59,75,4,1,0,first time merchant
594,1124,2022-12-13T16:30:11,MY,mobile_app,electronics,324.7,36,2,0,0,N/A
595,1134,2023-04-13T23:12:23,US,mobile_app,electronics,2537.58,78,4,0,0,new device
596,1166,2023-05-17T07:44:45,JP,web,travel,1388.11,18,1,0,0,
597,1013,2023-10-16T20:04:12,CN,mobile_app,electronics,500.28,86,27,0,0,high value item
598,1116,2022-01-02T08:48:26,DE,mobile_app,groceries,2416.92,92,6,2,0,overnight shipping
599,1046,2024-09-25T00:20:57,JP,mobile_app,groceries,3802.43,22,3,1,1,new device
600,1135,2024-08-24T03:43:19,CN,pos_terminal,groceries,960.33,31,4,2,0,high value item
601,1058,2023-06-23T15:59:54,DE,mobile_app,groceries,3633.82,50,3,7,1,VPN suspected
602,1070,2022-02-09T22:12:13,MY,mobile_app,gaming,119.37,58,4,1,0,overnight shipping
603,1122,2024-08-20T01:49:42,AU,pos_terminal,luxury,4934.66,17,5,2,0,VPN suspected
604,1105,2022-11-07T04:37:19,DE,pos_terminal,electronics,1639.88,94,4,0,0,
605,1092,2024-07-02T23:56:13,US,mobile_app,groceries,1665.73,43,5,1,0,VPN suspected
606,1015,2024-11-15T11:01:36,CN,web,travel,1636.02,46,5,0,0,
607,1022,2024-08-17T19:41:12,UK,pos_terminal,luxury,2329.11,29,0,2,0,N/A
608,1075,2022-01-14T19:53:24,CN,web,gaming,1295.01,51,5,2,0,first time merchant
609,1046,2022-07-26T00:34:38,MY,web,travel,347.27,NA,1,3,0,new device
610,1096,2022-02-22T14:55:47,SG,web,luxury,2193.3,58,0,1,0,first time merchant
611,1125,2024-01-04T23:20:26,US,web,travel,1277.17,68,3,3,0,overnight shipping
612,1166,2023-09-08T07:44:05,JP,mobile_app,luxury,9821.17,N/A,6,0,0,high value item
613,1169,2023-08-24T11:39:26,JP,mobile_app,groceries,2593.48,95,0,0,0,high value item
614,1007,2022-02-22T10:01:56,US,pos_terminal,groceries,233.45,86,1,0,0,VPN suspected
615,1106,2024-06-20T04:54:38,AU,web,gaming,4497.85,51,2,0,0,
616,1036,2023-04-07T21:05:47,JP,mobile_app,gaming,527.04,33,2,3,0,first time merchant
617,1083,2024-05-14T11:42:09,SG,web,luxury,3971.18,11,0,1,0,first time merchant
618,1147,2024-04-10T14:13:29,JP,pos_terminal,luxury,1397.25,53,1,3,0,repeat purchase
619,1016,2024-01-19T13:41:01,SG,web,groceries,4150.56,47,2,3,0,
620,1130,2023-02-04T04:53:43,CN,web,groceries,1770.33,29,4,2,0,first time merchant
621,1162,2023-04-09T22:09:34,UK,web,NA,4845.76,59,3,3,0,overnight shipping
622,1053,2022-05-17T01:48:26,AU,mobile_app,groceries,4035.13,41,1,3,0,overnight shipping
623,1102,2022-09-10T23:47:37,SG,web,luxury,1378.08,91,2,3,0,
624,1018,2023-12-01T08:02:24,JP,mobile_app,electronics,2130.13,72,1,0,0,first time merchant
625,1126,2024-06-04T13:03:40,AU,mobile_app,gaming,3201.69,95,2,0,0,first time merchant
626,1026,2024-09-26T17:38:53,CN,pos_terminal,travel,3338.12,23,6,0,0,
627,1154,2024-05-13T12:45:47,CN,pos_terminal,luxury,2867.15,61,5,3,1,first time merchant
628,1074,2024-04-24T00:46:29,US,mobile_app,gaming,1720.9,41,6,3,0,
629,1140,2023-10-22T23:25:48,UK,web,luxury,1669.48,39,2,0,0,VPN suspected
630,1124,2023-12-20T10:51:28,MY,web,groceries,558.29,74,4,1,0,new device
631,1169,2024-04-08T08:09:45,JP,mobile_app,luxury,1926.82,47,0,1,0,
632,1177,2023-03-25T07:56:14,AU,web,groceries,6218.4,88,3,1,0,first time merchant
633,1099,2023-06-20T22:50:23,UK,mobile_app,luxury,4500.36,50,0,1,0,high value item
634,1129,2024-09-01T17:20:06,MY,pos_terminal,groceries,3588.11,80,1,0,0,first time merchant
635,1143,2024-07-07T17:41:03,DE,mobile_app,groceries,1772.71,45,5,3,0,new device
636,1137,2023-09-16T10:14:36,JP,pos_terminal,luxury,2698.52,50,4,2,0,repeat purchase
637,1049,2023-05-25T19:49:48,SG,web,luxury,1659.62,61,5,3,0,
638,1110,2023-06-01T15:05:11,SG,web,groceries,3236.48,N/A,4,0,0,NA
639,1098,2023-09-20T00:51:57,US,mobile_app,electronics,943.22,33,2,1,0,VPN suspected
640,1038,2024-06-30T00:39:02,US,mobile_app,gaming,3415.48,31,3,1,0,VPN suspected
641,1114,2022-08-27T21:35:04,SG,mobile_app,groceries,4088.11,61,0,3,0,high value item
642,1023,2023-10-19T16:36:36,AU,pos_terminal,,3216.35,27,1,3,0,VPN suspected
643,1099,2023-09-19T15:50:49,UK,pos_terminal,NA,209.12,49,5,1,0,first time merchant
644,1137,2022-04-18T21:55:27,JP,pos_terminal,groceries,3405.99,37,1,2,0,new device
645,1097,2023-02-26T22:07:59,UK,web,gaming,4935.44,57,3,1,0,overnight shipping
646,1160,2023-09-27T06:56:41,US,mobile_app,luxury,2080.02,45,1,3,1,high value item
647,1169,2023-04-02T02:40:07,JP,mobile_app,electronics,1637.57,42,5,3,0,
648,1051,2022-06-27T17:54:31,DE,pos_terminal,electronics,547.61,59,6,0,0,VPN suspected
649,1169,2024-10-28T06:49:13,JP,web,travel,5763.55,42,2,0,0,overnight shipping
650,1085,2024-06-17T00:55:28,DE,web,travel,2784.71,50,5,0,0,overnight shipping
651,1059,2022-01-13T12:00:36,US,mobile_app,travel,1123.37,82,0,3,0,overnight shipping
652,1060,2024-10-01T19:16:22,JP,mobile_app,groceries,4397.34,46,1,3,0,overnight shipping
653,1010,2024-07-30T13:45:56,MY,web,luxury,3132.87,61,3,3,0,overnight shipping
654,1135,2023-02-26T07:13:45,SG,web,travel,2317.42,62,2,1,0,VPN suspected
655,1159,2024-04-24T01:12:13,CN,web,luxury,2159.49,13,3,1,0,first time merchant
656,1050,2022-11-05T13:20:29,UK,pos_terminal,groceries,2433.94,88,5,0,0,repeat purchase
657,1023,2023-10-04T11:12:47,AU,web,gaming,1815.34,84,3,1,0,first time merchant
658,1030,2024-12-26T19:26:10,UK,pos_terminal,luxury,1406.89,41,5,3,1,VPN suspected
659,1150,2024-01-13T14:37:36,CN,web,luxury,2834.35,20,0,2,0,repeat purchase
660,1162,2023-10-19T09:45:50,US,mobile_app,travel,2474.25,NA,1,2,0,first time merchant
661,1013,2023-05-05T22:19:16,CN,mobile_app,gaming,3750.24,NA,2,1,0,repeat purchase
662,1120,2024-02-18T12:02:44,SG,pos_terminal,luxury,4015.93,64,2,2,0,VPN suspected
663,1171,2022-06-23T21:58:20,JP,web,electronics,4031.33,19,0,1,0,repeat purchase
664,1158,2022-05-25T04:37:40,JP,pos_terminal,gaming,530.06,27,5,1,0,repeat purchase
665,1020,2024-03-03T10:40:33,MY,web,luxury,931.14,85,0,0,0,overnight shipping
666,1179,2022-09-11T22:48:04,UK,mobile_app,groceries,3176.85,86,5,3,0,new device
667,1064,2023-07-31T05:04:03,UK,mobile_app,electronics,4088.7,67,5,2,0,overnight shipping
668,1145,2023-06-22T23:53:20,AU,pos_terminal,luxury,1501.94,79,1,6,0,VPN suspected
669,1103,2024-08-07T14:28:09,MY,mobile_app,luxury,4366.94,58,5,10,0,new device
670,1004,2024-03-12T15:09:17,CN,web,luxury,1518.31,80,1,3,0,new device
671,1027,2022-05-18T10:45:30,AU,web,groceries,2471.66,72,2,2,0,VPN suspected
672,1087,2024-02-04T22:55:08,UK,mobile_app,electronics,6850.04,51,6,3,0,first time merchant
673,1082,2023-04-14T22:37:39,DE,web,luxury,4452.89,22,1,0,0,high value item
674,1070,2022-10-21T11:54:49,MY,web,groceries,1636.74,71,6,2,0,first time merchant
675,1152,2022-09-04T09:46:03,AU,web,travel,1413.0,64,6,2,0,repeat purchase
676,1119,2022-10-30T14:40:24,AU,pos_terminal,luxury,539.62,45,4,1,0,repeat purchase
677,1094,2022-10-18T10:53:46,US,web,luxury,1978.29,14,2,0,0,high value item
678,1035,2022-11-07T03:33:10,CN,web,gaming,1691.45,18,4,3,0,new device
679,1040,2022-08-25T08:14:15,DE,pos_terminal,travel,3214.87,71,1,1,0,overnight shipping
680,1004,2024-11-10T09:31:01,CN,pos_terminal,luxury,201.61,36,32,0,0,
681,1160,2023-07-31T08:35:23,US,web,groceries,1282.13,43,5,0,0,high value item
682,1010,2024-03-04T03:47:59,MY,web,travel,1493.75,37,6,3,0,first time merchant
683,1006,2023-09-27T00:13:53,US,mobile_app,groceries,3599.99,68,4,3,0,
684,1157,2022-08-08T00:54:01,US,web,gaming,1517.93,82,0,1,0,high value item
685,1005,2023-09-02T01:57:07,SG,mobile_app,,4436.92,36,5,0,0,new device
686,1148,2023-07-14T08:01:44,US,web,groceries,1988.3,14,6,1,0,repeat purchase
687,1072,2024-09-08T06:51:17,UK,mobile_app,groceries,-130.39,82,3,3,0,high value item
688,1116,2024-08-25T17:10:23,DE,mobile_app,travel,1604.24,62,3,2,0,high value item
689,1092,2024-06-03T02:38:16,US,mobile_app,gaming,2254.39,31,2,1,0,
690,1052,2024-03-22T02:52:26,JP,pos_terminal,travel,-186.97,95,5,2,0,
691,1168,2024-03-15T07:36:22,SG,pos_terminal,electronics,3219.87,34,6,0,0,high value item
692,1053,2022-07-17T06:01:01,AU,web,groceries,3880.56,42,0,2,1,first time merchant
693,1109,2024-09-06T20:39:37,UK,mobile_app,electronics,1758.13,70,3,0,0,overnight shipping
694,1097,2022-03-21T15:48:57,UK,mobile_app,travel,1227.7,90,3,2,0,repeat purchase
695,1115,2023-03-20T19:26:06,US,web,travel,3904.39,66,1,3,0,high value item
696,1125,2022-12-23T14:18:54,US,mobile_app,travel,549.26,19,3,3,0,new device
697,1087,2024-10-07T07:45:28,UK,web,electronics,660.86,87,3,8,0,overnight shipping
698,1071,2024-06-12T17:44:27,AU,web,gaming,3323.85,74,1,1,0,new device
699,1067,2024-09-05T02:50:42,AU,mobile_app,electronics,1162.01,27,3,0,1,
700,1081,2023-05-15T15:51:13,SG,mobile_app,luxury,496.14,91,6,1,0,new device
701,1018,2022-12-04T07:40:48,JP,pos_terminal,gaming,4140.05,65,2,0,0,overnight shipping
702,1032,2024-09-08T19:50:32,AU,pos_terminal,groceries,2606.77,19,0,0,0,
703,1118,2023-12-01T09:53:34,SG,mobile_app,luxury,1931.08,85,5,1,0,VPN suspected
704,1016,2023-05-31T20:17:59,UK,mobile_app,travel,1565.95,40,2,1,0,VPN suspected
705,1048,2022-10-13T22:18:12,CN,mobile_app,travel,1023.12,76,5,2,0,
706,1127,2024-02-07T07:25:30,DE,pos_terminal,luxury,732.55,42,3,5,0,overnight shipping
707,1149,2023-07-22T16:36:26,CN,web,luxury,2448.31,65,0,0,0,repeat purchase
708,1137,2023-07-04T04:50:06,UK,web,electronics,2833.27,53,5,3,0,first time merchant
709,1060,2022-11-07T00:35:37,SG,web,groceries,4125.77,88,1,2,0,new device
710,1042,2022-12-22T07:17:06,CN,pos_terminal,gaming,4304.62,67,0,3,0,high value item
711,1005,2023-07-11T06:56:43,SG,pos_terminal,gaming,2495.66,66,2,0,0,VPN suspected
712,1090,2024-04-09T08:15:45,SG,web,NA,2349.1,82,5,0,0,VPN suspected
713,1022,2024-06-14T08:22:14,UK,mobile_app,luxury,1096.46,76,6,0,0,
714,1157,2022-04-13T08:05:33,JP,web,gaming,2180.03,33,2,0,0,repeat purchase
715,1045,2023-08-14T17:30:27,CN,web,electronics,977.73,18,2,1,0,first time merchant
716,1047,2023-05-19T00:20:54,US,mobile_app,travel,2505.06,60,0,1,0,overnight shipping
717,1044,2022-08-14T22:15:10,MY,web,electronics,680.39,77,5,3,0,high value item
718,1103,2023-05-30T16:59:26,MY,mobile_app,groceries,1035.26,57,0,3,0,NA
719,1163,2022-10-29T14:55:37,US,pos_terminal,groceries,1510.56,12,3,3,0,new device
720,1037,2022-07-27T09:23:03,US,mobile_app,luxury,1470.46,80,6,0,0,first time merchant
721,1143,2023-07-07T01:01:32,DE,pos_terminal,gaming,2017.66,68,2,0,0,VPN suspected
722,1170,2024-11-02T02:09:59,CN,mobile_app,luxury,3176.39,35,3,6,1,new device
723,1038,2024-05-24T17:36:16,CN,web,electronics,188.27,18,1,3,0,
724,1120,2023-06-13T18:35:35,SG,pos_terminal,gaming,1633.34,85,2,1,0,VPN suspected
725,1103,2022-04-16T18:19:51,MY,web,groceries,4222.6,41,1,2,0,first time merchant
726,1123,2022-05-16T10:59:56,JP,mobile_app,luxury,2366.4,57,1,3,0,new device
727,1156,2022-12-04T10:10:38,MY,mobile_app,NA,412.47,29,3,1,1,new device
728,1175,2024-01-02T21:36:05,US,mobile_app,gaming,4981.58,15,6,1,0,VPN suspected
729,1134,2022-05-27T19:18:08,US,pos_terminal,gaming,3880.6,73,5,3,0,high value item
730,1078,2023-08-25T20:45:52,JP,web,gaming,1053.53,29,0,0,0,new device
731,1176,2023-10-18T18:15:45,UK,mobile_app,electronics,3341.68,85,5,3,0,NA
732,1099,2023-01-18T15:29:42,AU,mobile_app,groceries,3726.66,94,6,10,0,overnight shipping
733,1037,2022-03-28T04:15:32,US,mobile_app,groceries,2089.93,90,2,2,0,
734,1085,2024-10-31T08:33:25,DE,pos_terminal,travel,984.11,N/A,5,2,0,repeat purchase
735,1016,2024-08-29T13:59:29,CN,mobile_app,travel,1324.24,14,5,2,1,new device
736,1101,2022-01-05T13:03:04,JP,mobile_app,travel,2733.18,74,5,2,0,VPN suspected
737,1073,2022-08-26T07:59:24,DE,mobile_app,groceries,1002.09,20,1,0,0,high value item
738,1106,2022-11-28T13:13:46,AU,web,gaming,2712.06,18,1,0,1,
739,1029,2024-07-13T10:07:32,US,pos_terminal,luxury,2406.73,20,0,3,0,overnight shipping
740,1022,2022-05-10T05:09:21,UK,pos_terminal,travel,4955.58,54,6,3,0,
741,1123,2022-05-18T23:14:53,JP,mobile_app,travel,1936.99,35,0,0,1,high value item
742,1001,2023-10-08T14:05:08,MY,pos_terminal,travel,583.35,73,4,2,0,
743,1108,2023-08-24T01:54:06,DE,mobile_app,groceries,4078.65,NA,3,2,0,overnight shipping
744,1023,2022-10-09T16:38:38,AU,mobile_app,electronics,1321.74,25,1,0,0,
745,1020,2023-09-01T17:42:19,MY,mobile_app,electronics,4389.94,52,0,0,0,repeat purchase
746,1103,2022-08-07T08:10:37,CN,web,gaming,3242.78,23,0,1,0,
747,1174,2024-12-07T08:36:50,US,web,luxury,297.8,95,6,2,0,VPN suspected
748,1031,2024-05-10T08:41:38,US,web,luxury,3734.18,83,5,1,0,new device
749,1034,2023-03-23T08:07:36,DE,web,electronics,69.79,36,1,0,0,VPN suspected
750,1169,2023-02-17T20:09:13,JP,web,groceries,4745.77,105,1,0,0,new device
751,1071,2022-12-29T13:49:00,AU,pos_terminal,electronics,1739.87,67,6,3,0,
752,1165,2024-09-22T12:14:35,DE,web,electronics,1854.8,22,5,2,1,first time merchant
753,1064,2023-05-16T21:59:35,UK,pos_terminal,travel,3137.97,10,0,3,1,new device
754,1108,2023-05-30T22:51:17,DE,pos_terminal,luxury,4803.31,55,3,1,0,overnight shipping
755,1058,2024-06-01T17:01:44,DE,pos_terminal,groceries,4332.89,62,5,3,0,new device
756,1150,2024-04-17T03:17:41,CN,mobile_app,groceries,4617.91,21,6,9,0,NA
757,1055,2024-04-23T10:06:05,AU,web,NA,2136.1,55,4,0,0,first time merchant
758,1059,2022-04-03T23:11:12,US,web,groceries,307.31,89,0,1,0,
759,1016,2022-11-22T15:24:00,UK,web,travel,4214.7,20,1,3,0,
760,1173,2024-12-23T18:57:58,CN,mobile_app,luxury,4986.09,82,3,3,0,new device
761,1050,2024-04-11T09:24:49,UK,web,travel,3472.89,39,4,0,0,high value item
762,1132,2023-01-04T17:56:14,US,web,electronics,3034.9,40,0,0,0,new device
763,1052,2022-10-14T07:44:40,JP,web,travel,2111.19,20,2,2,0,repeat purchase
764,1176,2022-02-19T23:01:05,UK,pos_terminal,,3440.09,22,4,0,0,first time merchant
765,1172,2022-08-24T16:41:18,UK,mobile_app,groceries,4064.02,83,2,0,0,overnight shipping
766,1120,2022-03-24T16:27:29,SG,pos_terminal,electronics,6306.43,54,0,2,0,first time merchant
767,1130,2023-04-12T10:23:42,CN,mobile_app,groceries,1877.25,15,0,1,0,first time merchant
768,1159,2024-12-12T05:08:04,CN,web,electronics,1264.82,81,31,2,0,first time merchant
769,1132,2023-02-02T12:45:48,US,pos_terminal,electronics,1211.89,28,4,1,0,high value item
770,1062,2024-05-09T22:08:23,SG,pos_terminal,luxury,1548.62,20,0,2,0,new device
771,1010,2023-01-18T12:50:14,MY,mobile_app,gaming,935.59,12,3,3,0,first time merchant
772,1005,2023-04-08T23:06:23,SG,pos_terminal,travel,4152.25,27,6,9,0,
773,1090,2023-02-02T16:16:37,SG,pos_terminal,electronics,1110.17,23,5,3,0,first time merchant
774,1023,2023-02-10T15:13:08,AU,mobile_app,groceries,2033.83,19,6,3,0,VPN suspected
775,1141,2024-12-10T00:00:58,CN,web,electronics,1673.61,80,4,0,0,VPN suspected
776,1152,2022-09-03T23:58:26,CN,mobile_app,gaming,1729.62,19,0,2,0,new device
777,1150,2022-10-13T13:12:10,CN,web,groceries,2529.76,67,2,0,1,high value item
778,1104,2022-03-29T11:40:01,US,mobile_app,groceries,1978.09,15,0,1,0,repeat purchase
779,1052,2024-01-10T12:25:56,JP,web,luxury,2278.69,37,1,2,0,
780,1027,2024-09-21T20:54:31,AU,pos_terminal,groceries,4919.62,47,0,2,1,first time merchant
781,1060,2024-09-03T21:58:35,SG,pos_terminal,groceries,1060.59,88,0,2,0,first time merchant
782,1148,2022-05-13T09:18:36,US,web,luxury,2914.91,86,4,3,0,VPN suspected
783,1164,2024-07-23T02:56:33,CN,pos_terminal,gaming,3184.25,28,0,2,0,
784,1047,2023-04-02T09:49:09,US,mobile_app,luxury,4803.18,NA,4,3,0,VPN suspected
785,1055,2023-09-26T17:46:14,AU,web,NA,3012.4,41,4,0,0,
786,1030,2022-10-19T22:36:39,UK,web,travel,3920.6,55,1,2,0,first time merchant
787,1055,2022-01-31T17:30:51,AU,pos_terminal,groceries,4036.36,53,6,1,0,new device
788,1130,2023-07-11T20:57:02,CN,web,luxury,5.89,75,3,3,0,
789,1020,2023-01-31T19:21:52,MY,web,electronics,280.88,20,4,2,0,new device
790,1113,2024-04-22T20:09:03,DE,web,gaming,4478.7,86,1,3,0,
791,1088,2022-02-09T17:51:05,AU,mobile_app,luxury,4615.53,82,4,8,0,overnight shipping
792,1059,2022-07-02T04:59:20,US,web,,4805.11,79,3,1,0,new device
793,1131,2023-10-13T04:29:31,US,mobile_app,luxury,1092.05,95,2,0,0,first time merchant
794,1130,2022-03-30T03:27:17,CN,web,groceries,3410.56,60,0,3,0,
795,1163,2022-07-08T15:57:52,US,web,electronics,1306.23,63,4,3,0,VPN suspected
796,1138,2023-05-13T03:54:32,SG,pos_terminal,gaming,1693.02,67,0,3,0,repeat purchase
797,1127,2023-04-29T12:33:49,DE,web,gaming,1881.21,94,1,2,0,NA
798,1138,2024-07-05T03:43:16,SG,web,electronics,3850.68,83,4,3,0,first time merchant
799,1110,2023-08-15T17:55:01,SG,web,gaming,4757.05,39,4,2,0,new device
800,1156,2024-11-14T17:40:04,MY,mobile_app,gaming,2728.92,14,3,1,0,VPN suspected
801,1168,2023-01-18T00:59:39,SG,mobile_app,electronics,318.34,69,4,1,0,VPN suspected
802,1033,2023-10-18T16:36:12,AU,pos_terminal,electronics,2661.17,10,1,1,0,repeat purchase
803,1099,2024-02-20T23:39:21,UK,pos_terminal,electronics,625.0,79,5,2,0,first time merchant
804,1090,2023-08-26T05:40:15,SG,web,travel,4233.87,38,1,0,0,repeat purchase
805,1086,2024-09-16T05:58:21,UK,pos_terminal,groceries,2946.03,38,4,2,0,first time merchant
806,1006,2024-09-29T16:16:24,AU,web,travel,2439.35,43,1,0,0,
807,1123,2024-09-18T05:03:12,JP,pos_terminal,gaming,1346.4,56,2,2,0,overnight shipping
808,1158,2023-03-16T13:30:46,MY,pos_terminal,electronics,2131.82,15,4,1,0,repeat purchase
809,1090,2022-12-30T14:24:39,SG,web,travel,2807.87,26,0,1,0,first time merchant
810,1035,2023-11-09T17:51:58,MY,mobile_app,luxury,1622.95,74,6,3,0,new device
811,1171,2023-07-27T17:40:21,JP,mobile_app,gaming,1587.32,,4,0,0,VPN suspected
812,1010,2022-11-16T09:23:40,MY,pos_terminal,groceries,1182.87,24,6,6,0,first time merchant
813,1046,2022-07-25T09:19:18,DE,pos_terminal,travel,2932.58,72,6,1,0,
814,1038,2022-01-14T04:23:54,UK,pos_terminal,groceries,1440.28,18,6,0,0,repeat purchase
815,1165,2022-01-15T20:19:39,DE,mobile_app,electronics,2598.43,72,5,5,0,VPN suspected
816,1046,2023-12-18T15:29:20,DE,mobile_app,travel,2419.68,83,2,0,0,high value item
817,1061,2022-07-29T12:03:35,CN,pos_terminal,luxury,3227.46,68,1,1,0,new device
818,1044,2022-11-14T18:36:58,MY,pos_terminal,luxury,4776.75,51,4,2,0,new device
819,1062,2023-02-21T10:35:19,SG,web,luxury,2315.67,73,6,1,0,overnight shipping
820,1127,2022-08-27T05:57:28,DE,pos_terminal,luxury,7855.22,30,1,3,0,high value item
821,1083,2022-10-11T18:35:58,SG,web,groceries,3376.43,27,3,0,0,repeat purchase
822,1175,2024-08-11T16:32:32,US,mobile_app,gaming,3466.9,57,2,3,0,
823,1004,2023-07-24T09:15:59,CN,web,travel,2869.69,18,6,1,0,
824,1042,2023-12-15T21:01:05,CN,mobile_app,gaming,3674.88,88,0,3,0,VPN suspected
825,1012,2022-11-06T23:09:07,CN,web,luxury,3763.55,24,5,0,0,new device
826,1008,2024-07-03T04:46:21,UK,pos_terminal,luxury,990.56,37,4,3,0,high value item
827,1077,2024-12-02T03:09:48,CN,web,electronics,114.52,60,1,0,0,new device
828,1151,2023-02-01T22:54:23,AU,pos_terminal,luxury,331.02,-5,5,2,0,VPN suspected
829,1116,2022-08-31T04:17:12,DE,mobile_app,travel,1834.09,26,0,0,0,repeat purchase
830,1031,2024-01-12T19:10:30,US,mobile_app,gaming,2995.73,20,6,3,1,overnight shipping
831,1081,2023-06-19T05:52:56,SG,pos_terminal,electronics,3551.95,41,0,3,0,
832,1078,2022-05-13T11:28:37,JP,mobile_app,gaming,4217.68,42,0,2,1,repeat purchase
833,1131,2022-09-09T01:13:01,US,pos_terminal,luxury,502.79,21,3,0,0,high value item
834,1027,2023-12-03T22:03:29,AU,pos_terminal,electronics,509.23,39,0,2,0,overnight shipping
835,1029,2023-02-07T00:01:36,US,mobile_app,travel,3382.15,64,3,0,0,high value item
836,1040,2024-06-19T08:53:27,DE,mobile_app,groceries,2926.15,27,3,0,0,VPN suspected
837,1006,2022-05-19T03:03:28,US,pos_terminal,luxury,1262.33,93,1,0,0,high value item
838,1000,2023-10-08T07:42:45,US,web,electronics,3044.64,85,6,3,0,first time merchant
839,1016,2023-02-11T14:37:28,UK,mobile_app,luxury,3749.78,58,1,2,0,first time merchant
840,1082,2024-06-13T05:13:47,DE,pos_terminal,travel,2914.74,88,0,2,0,high value item
841,1117,2022-12-18T03:05:26,CN,web,electronics,3302.54,79,6,2,0,first time merchant
842,1149,2024-07-07T04:57:07,CN,mobile_app,electronics,2687.97,47,4,0,0,overnight shipping
843,1115,2023-12-31T16:32:47,JP,pos_terminal,gaming,58.66,13,0,2,0,
844,1076,2024-04-05T02:48:41,AU,web,travel,3372.03,31,3,1,0,first time merchant
845,1170,2022-04-13T08:02:37,CN,pos_terminal,electronics,3952.56,64,3,1,0,
846,1096,2023-12-27T03:49:59,SG,pos_terminal,luxury,3200.35,63,2,3,0,overnight shipping
847,1130,2023-10-02T04:04:28,CN,pos_terminal,gaming,712.56,55,1,3,0,repeat purchase
848,1056,2023-06-29T17:25:34,AU,web,travel,2180.11,60,6,0,0,repeat purchase
849,1028,2023-05-24T11:42:48,SG,web,luxury,1067.51,10,1,2,0,
850,1092,2023-07-25T09:31:09,US,pos_terminal,electronics,3251.78,47,6,3,0,high value item
851,1132,2022-09-17T22:16:38,US,pos_terminal,electronics,4782.17,61,4,2,0,first time merchant
852,1083,2023-01-14T12:40:24,UK,pos_terminal,travel,4575.78,84,4,2,0,overnight shipping
853,1150,2023-06-19T10:51:42,CN,web,travel,2995.94,71,1,3,1,repeat purchase
854,1015,2023-04-11T19:34:48,CN,mobile_app,,1243.52,92,4,2,0,VPN suspected
855,1077,2022-10-06T09:33:37,CN,web,gaming,4993.2,45,5,3,0,NA
856,1080,2024-05-17T11:31:48,JP,pos_terminal,electronics,3912.8,50,1,0,0,
857,1033,2023-01-13T13:21:44,AU,web,luxury,3018.65,16,5,1,0,new device
858,1122,2024-08-28T09:25:08,AU,pos_terminal,electronics,519.18,N/A,6,2,0,NA
859,1150,2024-11-23T12:30:45,CN,pos_terminal,groceries,396.58,55,6,2,0,VPN suspected
860,1108,2022-06-05T04:46:07,MY,web,travel,3677.34,53,2,3,0,VPN suspected
861,1094,2023-06-27T16:11:19,US,pos_terminal,travel,1163.57,42,6,9,0,overnight shipping
862,1086,2022-10-26T06:54:56,UK,web,groceries,3564.91,78,5,3,0,
863,1101,2023-02-27T07:42:18,JP,pos_terminal,groceries,154.49,81,5,0,0,repeat purchase
864,1155,2024-03-03T07:52:02,CN,pos_terminal,groceries,3044.8,39,4,1,0,N/A
865,1162,2022-08-01T16:04:45,AU,mobile_app,luxury,2571.43,64,1,2,0,overnight shipping
866,1136,2024-01-11T22:04:30,SG,web,luxury,2762.8,93,6,2,0,new device
867,1065,2024-03-01T19:36:37,DE,pos_terminal,travel,775.86,86,2,1,0,
868,1009,2022-07-03T23:38:34,MY,mobile_app,gaming,661.87,81,4,1,0,new device
869,1127,2022-03-03T12:58:52,DE,pos_terminal,,2585.89,16,4,1,1,
870,1177,2024-12-05T12:29:27,AU,web,electronics,3157.26,81,5,3,0,
871,1073,2022-05-07T23:15:57,DE,mobile_app,groceries,426.18,16,2,1,0,
872,1025,2022-03-13T00:12:46,SG,web,luxury,2021.98,57,2,3,0,repeat purchase
873,1171,2024-03-09T13:17:05,JP,pos_terminal,luxury,1496.15,21,1,0,0,repeat purchase
874,1068,2024-08-19T01:33:39,MY,pos_terminal,,2741.63,28,5,3,0,
875,1133,2022-08-31T15:33:43,JP,mobile_app,travel,154.14,,3,3,1,first time merchant
876,1179,2024-01-05T14:54:40,UK,pos_terminal,groceries,1514.33,10,4,1,0,overnight shipping
877,1117,2024-09-23T14:18:45,CN,pos_terminal,groceries,1926.1,19,5,1,0,first time merchant
878,1041,2022-10-16T19:30:21,AU,web,luxury,3535.96,43,2,1,0,high value item
879,1081,2024-06-10T16:08:00,SG,web,groceries,1836.48,83,5,3,0,overnight shipping
880,1054,2022-10-06T08:54:55,SG,web,travel,2800.39,45,0,1,0,VPN suspected
881,1099,2024-02-04T00:30:04,UK,mobile_app,travel,3765.54,24,0,3,0,
882,1011,2024-01-13T07:52:55,US,web,travel,220.21,65,5,3,0,high value item
